title,price,kilometer,shangpai-date,chepai-location,standard,change-speed
奥迪-奥迪A4L 2011款 2.0 TFSI 运动型,9.30万,14.12万公里,11年,北京,国四,自动
奥迪-奥迪A4L 2018款 Plus 40 TFSI 进取型,18.20万,8.34万公里,4年8个月,北京,国五,自动
奥迪-奥迪A7L 2012款 30 FSI 舒适型,16.60万,9.51万公里,8年10个月,北京,国四,自动
奥迪-奥迪A3 2020款 Limousine 35 TFSI 时尚型,14.58万,2.04万公里,2年4个月,许昌,国六,自动
奥迪-奥迪A4L 2013款 35 TFSI 自动舒适型,9.98万,12.45万公里,8年5个月,郑州,国四,自动
奥迪-奥迪A5 2018款 Sportback 40 TFSI 时尚型,26.00万,3.29万公里,3年6个月,东莞,国五,自动
奥迪-奥迪A7L 2011款 2.4L 技术型,8.20万,11.65万公里,10年3个月,北京,国四,自动
奥迪-奥迪A7L 2019款 45 TFSI 臻选动感型,27.50万,9.78万公里,2年10个月,东莞,国六,自动
奥迪-奥迪A4L 2013款 35 TFSI 自动标准型,12.68万,7.09万公里,8年2个月,东莞,国四,自动
奥迪-奥迪A6 2021款 A6L 50 TFSI quattro 舒适型,65.88万,1.48万公里,1年2个月,北京,国六,自动
奥迪-奥迪RS 4 2020款 RS 4 2.9T Avant,88.80万,0.50万公里,1年6个月,北京,国六,自动
奥迪-奥迪A6 2013款 A6L 55 TFSI quattro豪华型,37.50万,12.27万公里,8年4个月,北京,国五,自动
奥迪-奥迪A7L 2016款 30周年年型 TFSI 进取型,24.80万,8.22万公里,3年6个月,北京,国五,自动
奥迪-奥迪Q5 2010款 2.0TFSI 舒适型,9.50万,11.78万公里,11年8个月,北京,国四,自动
奥迪-奥迪A7L 2014款 TFSI 标准型,17.00万,6.32万公里,6年5个月,北京,国五,自动
奥迪-奥迪A7L 2016款 30周年年型 30 FSI 风尚型,29.49万,8.54万公里,3年2个月,北京,国五,自动
奥迪-奥迪A6 2014款 A6L 45 TFSI quattro豪华型,37.00万,9.32万公里,6年6个月,北京,国五,自动
奥迪-奥迪A6 2014款 A6L 50 TFSI quattro豪华型,43.50万,9.21万公里,6年4个月,北京,国五,自动
奥迪-奥迪A4L 2012款 2.0 TFSI 自动舒适型,8.38万,14.08万公里,10年3个月,成都,国四,自动
奥迪-奥迪A4L 2013款 35 TFSI 自动标准型,12.98万,9.41万公里,9年,郑州,国四,自动
奥迪-奥迪A8 2018款 40 TFSI 进取型,31.98万,8.95万公里,4年10个月,驻马店,国五,手动
奥迪-奥迪A4L 2019款 35 TFSI 进取型,20.50万,4.29万公里,2年7个月,郑州,国五,自动
奥迪-奥迪A7L 2018款 TFSI 技术型,24.90万,9.70万公里,4年11个月,郑州,国五,自动
奥迪-奥迪A4L 2013款 35 TFSI 自动标准型,10.58万,6.74万公里,9年6个月,郑州,国四,自动
奥迪-奥迪A7L 2016款 30周年年型 TFSI 进取型,27.80万,5.38万公里,3年9个月,郑州,国五,自动
奥迪-奥迪A7L 2015款 TFSI 百万纪念智领型,19.90万,13.26万公里,6年4个月,郑州,国四,自动
奥迪-奥迪A4L 2016款 30周年年型 45 TFSI quattro 个性运动版,20.50万,7.53万公里,3年10个月,东莞,国五,自动
奥迪-奥迪A8 2019款 55 TFSI quattro 动感型,63.00万,4.02万公里,2年8个月,巴中,国六,自动
奥迪-奥迪Q5L 2020款 改款 40 TFSI 荣享时尚型,30.50万,4.58万公里,1年3个月,沈阳,国六,自动
奥迪-奥迪A4L 2015款 35 TFSI 自动标准型,13.50万,6.33万公里,7年1个月,北京,国五,自动
奥迪-奥迪A3 2016款 30周年年型 Sportback 35 TFSI 时尚型,13.68万,5.45万公里,3年9个月,合肥,国五,自动
奥迪-奥迪A6 2014款 A6L 45 TFSI quattro专享型,33.80万,6.82万公里,6年8个月,合肥,国四,自动
奥迪-奥迪Q5 2017款 40 TFSI 技术型,17.88万,9.33万公里,5年10个月,北京,国五,自动
奥迪-奥迪A7L 2011款 3.0 TFSI quattro 豪华型,10.98万,15.59万公里,10年6个月,北京,国四,自动
